lineRank,productName,slug,fieldKey,fieldLabel,valueToFill,expectedFormat,rejectIf,expectedFileName,webpStatus,checklistStatus,evidenceStatus,checklistPath,dropFolder,targetPublicPath,nextAction
"6.4","Attaches cables velcro lot","attaches-cables-velcro-lot-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","attaches-cables-velcro-lot-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/PREUVE_IMAGE_attaches-cables-velcro-lot-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/depot-manuel","/uploads/partner-products/attaches-cables-velcro-lot-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"6.5","Attaches cables velcro lot","attaches-cables-velcro-lot-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","attaches-cables-velcro-lot-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/PREUVE_IMAGE_attaches-cables-velcro-lot-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/depot-manuel","/uploads/partner-products/attaches-cables-velcro-lot-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
"6.6","Attaches cables velcro lot","attaches-cables-velcro-lot-partenaire-hold","decision_copie_publique","Decision copie publique","A_REMPLIR_DANS_CHECKLIST","HOLD ou READY_COPY_AFTER_MOUSS seulement apres preuves completes","READY sans WebP exact, droits, meme article, variante et validation Mouss","attaches-cables-velcro-lot-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/PREUVE_IMAGE_attaches-cables-velcro-lot-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/attaches-cables-velcro-lot-partenaire-hold/depot-manuel","/uploads/partner-products/attaches-cables-velcro-lot-partenaire-hold.webp","Remplir le champ ""Decision copie publique"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.1","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","source_image_exacte","Source image exacte","A_REMPLIR_DANS_CHECKLIST","origine interne redigee ou reference fournisseur gardee hors artefact client","image similaire, recherche generique, URL client, marketplace visible","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Source image exacte"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.2","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","droits_image","Droits image","A_REMPLIR_DANS_CHECKLIST","permission fournisseur, photo propre Maxi Trouvaille ou licence utilisable","droits inconnus, logo plateforme, watermark, image non autorisee","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Droits image"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.3","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","meme_article_exact_confirme","Meme article exact confirme","A_REMPLIR_DANS_CHECKLIST","oui avec comparaison nom, forme, fonction, accessoires et lot vendu","produit proche, kit different, accessoire en plus, marque trompeuse","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Meme article exact confirme"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.4","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.5","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
"7.6","Bandeau skincare microfibre","bandeau-skincare-microfibre-partenaire-hold","decision_copie_publique","Decision copie publique","A_REMPLIR_DANS_CHECKLIST","HOLD ou READY_COPY_AFTER_MOUSS seulement apres preuves completes","READY sans WebP exact, droits, meme article, variante et validation Mouss","bandeau-skincare-microfibre-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/PREUVE_IMAGE_bandeau-skincare-microfibre-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/bandeau-skincare-microfibre-partenaire-hold/depot-manuel","/uploads/partner-products/bandeau-skincare-microfibre-partenaire-hold.webp","Remplir le champ ""Decision copie publique"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.1","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","source_image_exacte","Source image exacte","A_REMPLIR_DANS_CHECKLIST","origine interne redigee ou reference fournisseur gardee hors artefact client","image similaire, recherche generique, URL client, marketplace visible","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Source image exacte"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.2","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","droits_image","Droits image","A_REMPLIR_DANS_CHECKLIST","permission fournisseur, photo propre Maxi Trouvaille ou licence utilisable","droits inconnus, logo plateforme, watermark, image non autorisee","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Droits image"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.3","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","meme_article_exact_confirme","Meme article exact confirme","A_REMPLIR_DANS_CHECKLIST","oui avec comparaison nom, forme, fonction, accessoires et lot vendu","produit proche, kit different, accessoire en plus, marque trompeuse","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Meme article exact confirme"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.4","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.5","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
"8.6","Boite rangement cables bureau","boite-rangement-cables-bureau-partenaire-hold","decision_copie_publique","Decision copie publique","A_REMPLIR_DANS_CHECKLIST","HOLD ou READY_COPY_AFTER_MOUSS seulement apres preuves completes","READY sans WebP exact, droits, meme article, variante et validation Mouss","boite-rangement-cables-bureau-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/PREUVE_IMAGE_boite-rangement-cables-bureau-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/boite-rangement-cables-bureau-partenaire-hold/depot-manuel","/uploads/partner-products/boite-rangement-cables-bureau-partenaire-hold.webp","Remplir le champ ""Decision copie publique"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.1","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","source_image_exacte","Source image exacte","A_REMPLIR_DANS_CHECKLIST","origine interne redigee ou reference fournisseur gardee hors artefact client","image similaire, recherche generique, URL client, marketplace visible","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Source image exacte"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.2","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","droits_image","Droits image","A_REMPLIR_DANS_CHECKLIST","permission fournisseur, photo propre Maxi Trouvaille ou licence utilisable","droits inconnus, logo plateforme, watermark, image non autorisee","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Droits image"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.3","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","meme_article_exact_confirme","Meme article exact confirme","A_REMPLIR_DANS_CHECKLIST","oui avec comparaison nom, forme, fonction, accessoires et lot vendu","produit proche, kit different, accessoire en plus, marque trompeuse","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Meme article exact confirme"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.4","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.5","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
"9.6","Brosse chaussures nettoyage 3 en 1","brosse-chaussures-nettoyage-3-en-1-partenaire-hold","decision_copie_publique","Decision copie publique","A_REMPLIR_DANS_CHECKLIST","HOLD ou READY_COPY_AFTER_MOUSS seulement apres preuves completes","READY sans WebP exact, droits, meme article, variante et validation Mouss","brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/PREUVE_IMAGE_brosse-chaussures-nettoyage-3-en-1-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-chaussures-nettoyage-3-en-1-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-chaussures-nettoyage-3-en-1-partenaire-hold.webp","Remplir le champ ""Decision copie publique"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.1","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","source_image_exacte","Source image exacte","A_REMPLIR_DANS_CHECKLIST","origine interne redigee ou reference fournisseur gardee hors artefact client","image similaire, recherche generique, URL client, marketplace visible","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Source image exacte"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.2","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","droits_image","Droits image","A_REMPLIR_DANS_CHECKLIST","permission fournisseur, photo propre Maxi Trouvaille ou licence utilisable","droits inconnus, logo plateforme, watermark, image non autorisee","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Droits image"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.3","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","meme_article_exact_confirme","Meme article exact confirme","A_REMPLIR_DANS_CHECKLIST","oui avec comparaison nom, forme, fonction, accessoires et lot vendu","produit proche, kit different, accessoire en plus, marque trompeuse","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Meme article exact confirme"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.4","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.5","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
"10.6","Brosse nettoyage joints cuisine","brosse-nettoyage-joints-cuisine-partenaire-hold","decision_copie_publique","Decision copie publique","A_REMPLIR_DANS_CHECKLIST","HOLD ou READY_COPY_AFTER_MOUSS seulement apres preuves completes","READY sans WebP exact, droits, meme article, variante et validation Mouss","brosse-nettoyage-joints-cuisine-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/PREUVE_IMAGE_brosse-nettoyage-joints-cuisine-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/brosse-nettoyage-joints-cuisine-partenaire-hold/depot-manuel","/uploads/partner-products/brosse-nettoyage-joints-cuisine-partenaire-hold.webp","Remplir le champ ""Decision copie publique"" dans la checklist, garder HOLD, puis relancer les audits image."
"11.1","Diffuseur voiture clip ventilation","diffuseur-voiture-clip-ventilation-partenaire-hold","source_image_exacte","Source image exacte","A_REMPLIR_DANS_CHECKLIST","origine interne redigee ou reference fournisseur gardee hors artefact client","image similaire, recherche generique, URL client, marketplace visible","diffuseur-voiture-clip-ventilation-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/PREUVE_IMAGE_diffuseur-voiture-clip-ventilation-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/depot-manuel","/uploads/partner-products/diffuseur-voiture-clip-ventilation-partenaire-hold.webp","Remplir le champ ""Source image exacte"" dans la checklist, garder HOLD, puis relancer les audits image."
"11.2","Diffuseur voiture clip ventilation","diffuseur-voiture-clip-ventilation-partenaire-hold","droits_image","Droits image","A_REMPLIR_DANS_CHECKLIST","permission fournisseur, photo propre Maxi Trouvaille ou licence utilisable","droits inconnus, logo plateforme, watermark, image non autorisee","diffuseur-voiture-clip-ventilation-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/PREUVE_IMAGE_diffuseur-voiture-clip-ventilation-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/depot-manuel","/uploads/partner-products/diffuseur-voiture-clip-ventilation-partenaire-hold.webp","Remplir le champ ""Droits image"" dans la checklist, garder HOLD, puis relancer les audits image."
"11.3","Diffuseur voiture clip ventilation","diffuseur-voiture-clip-ventilation-partenaire-hold","meme_article_exact_confirme","Meme article exact confirme","A_REMPLIR_DANS_CHECKLIST","oui avec comparaison nom, forme, fonction, accessoires et lot vendu","produit proche, kit different, accessoire en plus, marque trompeuse","diffuseur-voiture-clip-ventilation-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/PREUVE_IMAGE_diffuseur-voiture-clip-ventilation-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/depot-manuel","/uploads/partner-products/diffuseur-voiture-clip-ventilation-partenaire-hold.webp","Remplir le champ ""Meme article exact confirme"" dans la checklist, garder HOLD, puis relancer les audits image."
"11.4","Diffuseur voiture clip ventilation","diffuseur-voiture-clip-ventilation-partenaire-hold","variante_exacte_confirmee","Variante exacte confirmee","A_REMPLIR_DANS_CHECKLIST","couleur, taille, capacite, connectique et quantite identiques a la fiche","variante non prouvee, couleur differente, pack affiche mais unite vendue","diffuseur-voiture-clip-ventilation-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/PREUVE_IMAGE_diffuseur-voiture-clip-ventilation-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/depot-manuel","/uploads/partner-products/diffuseur-voiture-clip-ventilation-partenaire-hold.webp","Remplir le champ ""Variante exacte confirmee"" dans la checklist, garder HOLD, puis relancer les audits image."
"11.5","Diffuseur voiture clip ventilation","diffuseur-voiture-clip-ventilation-partenaire-hold","validation_mouss","Validation Mouss","A_REMPLIR_DANS_CHECKLIST","validation humaine explicite avec date ou mention revue faite","auto-validation, champ vide, doute image, avis non humain","diffuseur-voiture-clip-ventilation-partenaire-hold.webp","WEBP_MANQUANT","CASES_A_COMPLETER","PREUVES_TEXTE_A_REMPLIR","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/PREUVE_IMAGE_diffuseur-voiture-clip-ventilation-partenaire-hold.md","business-maxi-trouvailles/preuves-images-publiques/diffuseur-voiture-clip-ventilation-partenaire-hold/depot-manuel","/uploads/partner-products/diffuseur-voiture-clip-ventilation-partenaire-hold.webp","Remplir le champ ""Validation Mouss"" dans la checklist, garder HOLD, puis relancer les audits image."
